zip_code,customer_id,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,area_id,city,latitutde,longitude,population
94590,8917-FAEMR,NPPQ-TLZWF,37,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,26.49,980.13,0,No,No,No,19.85,784.25,0.0,Stayed,No,,,Female,28,No,No,0,988,Vallejo,38.104705,-122.247387,37218
92315,5627-TVBPP,NPQX-TVREZ,35,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,25.52,893.2,0,No,No,No,20.1,644.5,0.0,Stayed,No,,,Female,44,No,No,1,436,Big Bear Lake,34.242058,-116.89802,5447
92278,6284-KMNUF,NPZX-KLPCJ,56,10,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,37.5,2100.0,11,Yes,Yes,Yes,98.0,5270.6,0.0,Stayed,No,,,Female,33,No,Yes,0,421,Twentynine Palms,34.457829,-116.139589,14104
95407,5552-ZNFSJ,NQCR-KTOUN,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,34.37,34.37,28,No,No,No,45.3,45.3,0.0,Churned,Yes,Other,Poor expertise of online support,Male,49,No,No,0,1225,Santa Rosa,38.394091,-122.739814,30876
95715,6656-GULJQ,NQRH-VAMRF,72,4,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,21.21,1527.12,27,Yes,Yes,Yes,83.55,6093.3,0.0,Stayed,No,,,Male,25,No,Yes,2,1410,Emigrant Gap,39.23754,-120.720196,185
95051,6921-OZMFH,NRCX-FWVYZ,5,3,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,18.97,94.85,12,No,No,No,55.7,259.4,0.0,Stayed,No,,,Male,38,No,Yes,1,1083,Santa Clara,37.348129,-121.98469,52986
94619,8242-SOQUO,NRTD-MQCEO,5,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,14.22,71.1,4,Yes,No,No,84.7,392.5,41.2,Stayed,No,,,Female,73,Yes,No,0,1007,Oakland,37.787186,-122.14633,24518
93591,9251-AWQGT,NSTX-QWIOB,48,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,9.77,468.96,0,No,No,No,20.0,935.9,0.0,Stayed,No,,,Female,19,No,Yes,3,766,Palmdale,34.598221,-117.79593,6787
96016,5708-EVONK,NSXR-XGKTI,58,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3.65,211.7,20,No,Yes,Yes,93.4,5435.6,0.0,Churned,Yes,Other,Don't know,Female,37,No,Yes,0,1531,Cassel,40.936285,-121.572692,344
93283,9796-MVYXX,NTJW-FONNW,14,0,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0.0,24,No,No,No,39.7,692.35,0.0,Stayed,No,,,Female,75,Yes,No,0,683,Weldon,35.55647,-118.244914,1935
96069,5909-ECHUI,NTNC-TYAGR,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.14,26.14,22,No,Yes,Yes,56.25,56.25,0.0,Churned,Yes,Price,Lack of affordable download/upload speed,Female,49,No,No,0,1570,Oak Run,40.689243,-122.037023,829
94904,5445-GLVOT,NTOO-BWEHZ,22,0,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,31.53,693.66,11,No,No,No,49.8,1049.05,0.0,Stayed,No,,,Female,64,No,No,0,1025,Greenbrae,37.946617,-122.563571,12010
90022,8779-QRDMV,NTYK-HNIHP,1,0,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,8,No,Yes,No,39.65,39.65,0.0,Churned,Yes,Competitor,Competitor offered more data,Male,78,Yes,No,0,20,Los Angeles,34.02381,-118.156582,68701
92003,5424-RLQLC,NUCB-MBUDX,10,0,Yes,DSL,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,1.48,14.8,25,Yes,No,No,59.65,638.95,0.0,Stayed,No,,,Male,36,No,No,0,312,Bonsall,33.290907,-117.202895,3849
90717,6217-KDYWC,NUJD-BBMZW,57,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,5.71,325.47,0,No,No,No,19.6,1170.55,0.0,Stayed,No,,,Male,58,No,No,0,138,Lomita,33.794209,-118.317354,21065
92341,7422-WNBTY,NUKQ-AISOD,33,5,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,31.76,1048.08,7,No,Yes,Yes,93.35,3092.0,0.0,Stayed,No,,,Male,35,No,Yes,0,451,Green Valley Lake,34.244411,-117.072654,317
90401,6447-EGDIV,NWEN-VENVC,31,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Mailed Check,31.79,985.49,0,No,No,No,20.95,683.25,0.0,Stayed,No,,,Female,23,No,No,0,102,Santa Monica,34.015481,-118.493231,5221
91350,6135-OZQVA,NWVX-ZTDWF,7,0,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,40.42,282.94,17,No,No,No,53.65,404.35,0.0,Stayed,No,,,Female,46,No,No,0,208,Santa Clarita,34.502432,-118.41459,40077
92310,6784-XYJAE,NXOW-GVNYR,36,0,Yes,DSL,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,46.92,1689.12,5,No,No,No,55.8,1941.5,0.0,Stayed,No,,,Female,38,No,No,0,432,Fort Irwin,35.349241,-116.770281,9465
94523,8388-FYNPZ,NYIS-AMGOY,4,0,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,34.69,138.76,47,No,No,No,56.75,245.15,0.0,Stayed,No,,,Male,26,No,No,0,942,Pleasant Hill,37.95338,-122.076886,32685
93444,8309-PPCED,NYQG-EUEYM,72,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.23,3328.56,18,Yes,Yes,Yes,110.45,7982.5,0.0,Stayed,No,,,Female,33,No,Yes,0,718,Nipomo,35.050345,-120.489599,15405
95827,8809-RIHDD,NYSC-JIJAK,72,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,3.07,221.04,23,Yes,Yes,Yes,103.4,7372.65,0.0,Churned,Yes,Price,Lack of affordable download/upload speed,Male,47,No,Yes,0,1439,Sacramento,38.549185,-121.328386,19611
92121,6457-USBER,NYUV-QNAYV,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,41.77,41.77,15,No,Yes,Yes,80.8,80.8,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,34,No,No,0,369,San Diego,32.898613,-117.202937,4258
95252,6198-PNNSZ,NZYX-GOWWZ,56,9,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,37.76,2114.56,21,Yes,Yes,Yes,109.8,6109.65,0.0,Stayed,No,,,Female,54,No,Yes,0,1155,Valley Springs,38.156971,-120.849231,11266
95978,6478-HRRCZ,OAAS-SRPIZ,32,7,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,One Year,No,Credit Card,44.45,1422.4,6,No,Yes,Yes,70.5,2201.75,0.0,Stayed,No,,,Male,47,No,Yes,0,1508,Stirling City,39.904002,-121.527823,28
92109,8485-GJCDN,OAKA-WWIVY,5,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,30.05,150.25,11,No,No,No,69.05,318.5,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,71,Yes,No,0,358,San Diego,32.787836,-117.232376,46086
94585,9134-WYRVP,OANG-NJZTJ,51,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,One Year,No,Credit Card,27.3,1392.3,13,Yes,No,No,86.35,4267.15,0.0,Stayed,No,,,Male,51,No,No,0,983,Suisun City,38.197907,-122.017258,39279
91303,6959-GQEGV,OBDD-FNXOB,45,0,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,10.36,466.2,6,Yes,Yes,Yes,75.95,3273.8,0.0,Stayed,No,,,Male,61,No,No,0,190,Canoga Park,34.19829,-118.602203,23519
90041,9692-TUSXH,OBJQ-JXJLZ,18,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,35.7,642.6,26,Yes,Yes,Yes,96.05,1740.7,0.0,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,23,No,No,0,38,Los Angeles,34.137412,-118.207607,27866
94060,9227-LUNBG,OCPT-ZVKMB,1,0,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,12,No,No,No,24.6,24.6,0.0,Churned,Yes,Price,Price too high,Female,39,No,No,0,878,Pescadero,37.22565,-122.297533,2055
91401,7815-PDTHL,OCQS-QCARW,35,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,42.8,1498.0,0,No,No,No,20.2,684.4,0.0,Stayed,No,,,Male,64,No,No,0,222,Van Nuys,34.178483,-118.431791,40376
91360,7940-UQQUG,ODAT-CXITO,64,4,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,13.95,892.8,11,Yes,Yes,Yes,104.4,6721.6,0.0,Stayed,No,,,Female,42,No,Yes,2,214,Thousand Oaks,34.214054,-118.88109,42526
93704,7641-TQFHN,ODCK-ASPPZ,39,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,14.72,574.08,85,Yes,Yes,Yes,100.55,3895.35,0.0,Stayed,No,,,Male,21,No,No,1,824,Fresno,36.799648,-119.801247,26580
95944,9909-DFRJA,ODIC-EXARB,26,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,40.14,1043.64,4,No,Yes,Yes,95.85,2475.35,0.0,Stayed,No,,,Female,60,No,No,0,1480,Goodyears Bar,39.564113,-120.868836,76
92832,6646-JPPHA,ODYZ-NYYIG,14,0,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,48.01,672.14,2,No,No,No,78.85,1043.8,0.0,Stayed,No,,,Female,76,Yes,No,0,581,Fullerton,33.868316,-117.929029,24502
95428,6537-OTKMY,OEFO-BWQJO,15,0,Yes,DSL,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0.0,14,Yes,Yes,Yes,50.75,688.2,32.55,Stayed,No,,,Male,52,No,No,0,1238,Covelo,39.83307,-123.178765,2296
90061,8871-JLMHM,OFRN-HTCAZ,68,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,3.41,231.88,26,No,No,No,90.2,6297.65,0.0,Stayed,No,,,Female,27,No,Yes,0,51,Los Angeles,33.92128,-118.274186,24511
95330,9658-WYUFB,OGBP-QARQP,17,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,21.82,370.94,23,Yes,No,No,94.4,1617.5,0.0,Churned,Yes,Competitor,Competitor offered more data,Female,57,No,No,0,1183,Lathrop,37.80821,-121.308401,10834
95127,7503-QQRVF,OGCU-MWUBU,16,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,26.12,417.92,8,No,No,No,74.3,1178.25,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,74,Yes,Yes,0,1108,San Jose,37.375156,-121.795867,60620
94131,9625-QSTYE,OGSE-KLFIH,13,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3.84,49.92,4,No,No,No,81.15,952.3,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,37,No,No,0,912,San Francisco,37.746699,-122.442833,27906
95667,7521-YXVZY,OGTA-VXOAX,3,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,5.15,15.45,0,No,No,No,19.95,58.3,0.0,Joined,No,,,Male,38,No,No,3,1380,Placerville,38.733714,-120.795213,34146
93313,8143-ETQTI,OGVZ-MCOIQ,23,9,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,1.88,43.24,0,No,No,No,19.65,451.55,0.0,Stayed,No,,,Female,24,No,Yes,3,698,Bakersfield,35.140938,-119.051348,25126
93513,6919-ELBGL,OHHT-MUUNR,72,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,21.38,1539.36,2,Yes,Yes,No,114.95,8196.4,0.0,Stayed,No,,,Male,75,Yes,Yes,0,737,Big Pine,37.245505,-118.062943,1826
94523,6156-UZDLF,OHMV-XIHYZ,26,0,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,45.09,1172.34,41,No,No,No,87.15,2274.1,0.0,Stayed,No,,,Female,19,No,No,0,942,Pleasant Hill,37.95338,-122.076886,32685
93286,6752-APNJL,OHRZ-TDXHB,42,7,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,18.93,795.06,73,No,No,No,54.5,2301.15,0.0,Stayed,No,,,Male,30,No,Yes,1,685,Woodlake,36.464635,-119.094348,8870
95469,9968-FFVVH,OIBQ-OJZAP,63,0,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,38.37,2417.31,59,No,No,No,68.8,4111.35,0.0,Stayed,No,,,Male,20,No,No,0,1271,Potter Valley,39.408634,-123.045516,1884
94306,6481-LXPWL,OIWI-TZNGL,56,1,Yes,DSL,No,No,No,No,No,Yes,Yes,One Year,Yes,Credit Card,0.0,0.0,28,No,No,No,36.1,1971.5,0.0,Stayed,No,,,Male,61,No,Yes,1,920,Palo Alto,37.416159,-122.131337,24492
90003,9643-AVVWI,OJHJ-VBDMX,3,2,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,19.18,57.54,22,No,No,No,80.0,241.3,0.0,Joined,No,,,Female,49,No,Yes,3,3,Los Angeles,33.964131,-118.272783,58198
91204,8441-SHIPE,OJHK-CFXKC,67,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,16.72,1120.24,0,No,No,No,25.6,1790.35,46.06,Stayed,No,,,Female,53,No,No,0,182,Glendale,34.136306,-118.26036,17015
92543,6551-VLJMV,OJMT-YWVPY,34,6,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,4.42,150.28,0,No,No,No,20.05,679.0,0.0,Stayed,No,,,Male,44,No,Yes,0,498,Hemet,33.739415,-116.968339,29687
91423,6474-FVJLC,OJTN-TVWFX,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.47,86.94,30,No,Yes,Yes,86.0,165.45,0.0,Churned,Yes,Attitude,Attitude of support person,Male,61,No,No,0,227,Sherman Oaks,34.146957,-118.432138,29387
95318,7299-GNVPL,OLMX-TDBQD,23,5,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,27.24,626.52,82,No,No,No,84.4,1936.85,0.0,Stayed,No,,,Female,19,No,Yes,2,1172,El Portal,37.654551,-119.822984,579
94599,8780-YRMTT,OLOT-DNXQR,66,0,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,0.0,0.0,29,No,No,No,47.4,3177.25,0.0,Stayed,No,,,Female,64,No,No,0,994,Yountville,38.421458,-122.365048,2873
95565,7977-HXJKU,OLUD-GSJFF,21,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,27.6,579.6,0,No,No,No,19.6,397.0,0.0,Stayed,No,,,Male,45,No,No,2,1318,Scotia,40.440636,-124.098739,1125
95721,9298-WGMRW,OLZY-COPKX,72,4,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,24.32,1751.04,76,Yes,Yes,Yes,115.5,8312.75,0.0,Stayed,No,,,Female,26,No,Yes,0,1413,Echo Lake,38.851842,-120.076204,69
96013,7515-LODFU,OMAX-RCAXQ,69,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,20.62,1422.78,0,No,No,No,20.3,1356.3,0.0,Stayed,No,,,Male,67,Yes,No,0,1528,Burney,40.946785,-121.719489,4552
94930,6736-DHUQI,OMJV-DBKZX,67,5,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,3.47,232.49,21,No,No,No,84.8,5598.3,0.0,Stayed,No,,,Female,64,No,Yes,3,1033,Fairfax,37.971751,-122.611873,8486
92126,9689-PTNPG,OMTV-KZSLF,2,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,39.03,78.06,30,Yes,No,No,80.25,144.55,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,42,No,No,0,373,San Diego,32.886925,-117.152162,74232
93635,9633-XQABV,OMVC-IQBFH,3,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.4,76.2,10,No,No,No,70.25,229.7,0.0,Joined,No,,,Female,33,No,No,0,794,Los Banos,36.995162,-120.955099,29124
92027,7527-QNRUS,OMZS-VAHDF,17,8,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,45.24,769.08,0,No,No,No,25.15,412.6,0.0,Stayed,No,,,Male,33,No,Yes,3,324,Escondido,33.141265,-116.967221,48690
92117,8000-REIQB,ONKC-TMPFT,1,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22.5,22.5,27,No,No,No,69.95,69.95,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,73,Yes,No,0,365,San Diego,32.825086,-117.199424,51213
92242,9483-GCPWE,ONPS-SIDUO,9,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,27.34,246.06,0,No,No,No,20.1,190.25,0.0,Stayed,No,,,Male,60,No,No,3,398,Earp,34.137742,-114.36514,1564
93004,5600-KTXFM,ONQL-DROAE,2,6,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.1,58.2,19,No,No,No,69.95,143.9,0.0,Joined,No,,,Male,48,No,Yes,2,606,Ventura,34.278697,-119.167798,27381
93201,7470-MCQTK,ONRY-UVXVU,13,1,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,8,Yes,Yes,Yes,48.75,633.4,0.0,Churned,Yes,Attitude,Attitude of support person,Female,42,No,Yes,0,632,Alpaugh,35.869626,-119.498771,1054
90504,8676-TRMJS,ONUJ-SELZL,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,34.49,103.47,52,No,No,Yes,75.0,209.1,0.0,Churned,Yes,Dissatisfaction,Limited range of services,Male,27,No,No,0,110,Torrance,33.867257,-118.330794,31678
91411,7964-ZRKKG,OOWG-PNAOB,67,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Bank Withdrawal,37.6,2519.2,23,Yes,No,No,88.4,5798.3,0.0,Stayed,No,,,Male,44,No,Yes,0,226,Van Nuys,34.17847,-118.459472,23646
95820,6860-YRJZP,OOZI-RHSDG,9,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,39.77,357.93,25,No,No,No,74.05,678.45,0.0,Stayed,No,,,Male,66,Yes,No,0,1432,Sacramento,38.53508,-121.444144,37031
92122,7989-CHGTL,OPFI-EKEUQ,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,14.17,14.17,0,No,No,No,19.6,19.6,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,52,No,No,0,370,San Diego,32.85723,-117.209774,34902
93427,6370-ZVHDV,OPSE-VTALX,61,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,40.37,2462.57,0,No,No,No,25.3,1554.9,0.0,Stayed,No,,,Female,52,No,Yes,0,706,Buellton,34.631362,-120.238218,4644
93550,9648-BCHKM,OPWX-PUQOU,18,9,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,43.69,786.42,0,No,No,No,24.65,471.35,0.0,Stayed,No,,,Female,22,No,Yes,3,758,Palmdale,34.536232,-118.082935,67232
95569,5701-ZIKJE,OPYA-LKVLX,13,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,33.95,441.35,59,No,No,Yes,50.55,610.75,0.0,Stayed,No,,,Male,28,No,No,0,1321,Redcrest,40.363446,-123.835041,400
92123,6122-EFVKN,OQMR-HHTMW,24,0,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Two Year,No,Credit Card,0.0,0.0,20,No,No,No,35.75,830.8,0.0,Stayed,No,,,Male,44,No,No,0,371,San Diego,32.808814,-117.134694,25232
92108,6410-LEFEN,OQZD-OPDVX,9,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,15.62,140.58,2,No,No,No,45.15,416.45,0.0,Churned,Yes,Dissatisfaction,Product dissatisfaction,Female,38,No,No,0,357,San Diego,32.774046,-117.142454,11650
94019,7945-HLKEA,ORPA-JVEHC,60,0,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,37.95,2277.0,27,No,No,No,64.75,4039.5,0.0,Stayed,No,,,Female,29,No,No,0,863,Half Moon Bay,37.45567,-122.407992,17929
91335,7758-XKCBS,OSAW-WYCJH,15,0,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,29,No,No,No,29.7,438.25,0.0,Churned,Yes,Competitor,Competitor offered more data,Male,56,No,No,0,202,Reseda,34.200175,-118.540958,68018
94578,5893-PYOLZ,OSEY-VVNFP,56,0,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,49.36,2764.16,21,Yes,Yes,Yes,81.8,4534.45,0.0,Stayed,No,,,Male,55,No,No,0,979,San Leandro,37.704384,-122.126703,36568
95018,9170-ARBTB,OSLC-XLAVR,52,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,8.25,429.0,0,No,No,No,19.6,1012.4,46.07,Stayed,No,,,Female,41,No,Yes,0,1069,Felton,37.089111,-122.062213,8728
90706,8587-XYZSF,OSLG-QIOIP,67,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,32.58,2182.86,8,No,No,No,50.55,3260.1,0.0,Stayed,No,,,Male,60,No,No,0,132,Bellflower,33.887676,-118.127289,72893
95930,6543-JXSOO,OSVN-SHPFR,23,5,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,12.88,296.24,41,No,No,No,57.75,1282.85,0.0,Stayed,No,,,Female,30,No,Yes,0,1469,Clipper Mills,39.562239,-121.14836,282
93706,7181-OQCUT,OTRN-BYYRI,21,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,15.89,333.69,3,Yes,Yes,Yes,103.85,2215.0,0.0,Stayed,No,,,Male,60,No,No,0,826,Fresno,36.654614,-119.903674,35790
92251,9537-JALFH,OUAZ-XVFHD,69,10,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,28.19,1945.11,0,No,No,No,19.9,1356.7,0.0,Stayed,No,,,Male,49,No,Yes,2,402,Imperial,32.858595,-115.662709,14546
94574,8361-LBRDI,OUNV-RXOPT,58,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,38.62,2239.96,0,No,No,No,24.35,1423.85,0.0,Stayed,No,,,Female,31,No,No,0,976,Saint Helena,38.581354,-122.296283,9423
95336,8922-NPKBJ,OUPS-GGDZU,42,10,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,34.33,1441.86,0,No,No,No,19.35,867.3,0.0,Stayed,No,,,Male,63,No,Yes,2,1187,Manteca,37.830267,-121.201018,36738
93550,7683-CBDKJ,OVZR-WEZOM,14,1,Yes,Cable,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.6,638.4,19,Yes,No,No,65.45,937.6,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,42,No,Yes,1,758,Palmdale,34.536232,-118.082935,67232
93108,5712-VBOXD,OWDC-OGCHF,4,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1.3,5.2,0,No,No,No,20.15,68.45,0.0,Stayed,No,,,Female,53,No,No,0,627,Santa Barbara,34.457541,-119.631072,12741
95119,8461-EFQYM,OWGS-TPVAF,38,0,No,None,No,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,46.18,1754.84,0,No,No,No,24.25,914.4,35.61,Stayed,No,,,Female,36,No,No,0,1100,San Jose,37.233226,-121.78809,10155
93940,9112-WSNPU,OWUD-UQGYB,35,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,16.91,591.85,30,No,No,No,70.55,2419.0,0.0,Stayed,No,,,Female,65,Yes,No,0,851,Monterey,36.362741,-121.869685,32857
92592,6946-LMSQS,OWXN-BFKPP,25,3,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,33.63,840.75,25,No,Yes,No,89.05,2177.45,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,80,Yes,Yes,0,521,Temecula,33.507255,-117.029473,46171
90680,8966-OIQHG,OXBG-AEQRC,22,8,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,45.35,997.7,0,No,No,No,20.75,452.35,0.0,Stayed,No,,,Female,49,No,Yes,2,128,Stanton,33.801869,-117.995068,29694
95543,8705-DWKTI,OXIM-TKBVW,52,0,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,5.92,307.84,23,No,Yes,Yes,83.8,4331.4,0.0,Stayed,No,,,Male,58,No,No,0,1299,Gasquet,41.867908,-123.794144,532
90620,7279-BUYWN,OYAO-PCGSU,41,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,27.95,1145.95,23,Yes,Yes,Yes,113.2,4689.5,0.0,Churned,Yes,Attitude,Attitude of support person,Female,66,Yes,No,0,118,Buena Park,33.845706,-118.012204,44442
